No Role Modelz,/lyrics/jcole/norolemodelz.html
Hello,/lyrics/jcole/hello.html
Apparently,/lyrics/jcole/apparently.html
Love Yourz,/lyrics/jcole/loveyourz.html
Note To Self,/lyrics/jcole/notetoself.html
For Whom The Bell Tolls,/lyrics/jcole/forwhomthebelltolls.html
Immortal,/lyrics/jcole/immortal.html
Deja Vu,/lyrics/jcole/dejavu.html
Ville Mentality,/lyrics/jcole/villementality.html
"She's Mine, Pt. 1",/lyrics/jcole/shesminept1.html
Change,/lyrics/jcole/change.html
Neighbors,/lyrics/jcole/neighbors.html
Foldin Clothes,/lyrics/jcole/foldinclothes.html
"She's Mine, Pt. 2",/lyrics/jcole/shesminept2.html
4 Your Eyez Only,/lyrics/jcole/4youreyezonly.html
Intro,/lyrics/jcole/intro642265.html
K.O.D.,/lyrics/jcole/kod.html
Photograph,/lyrics/jcole/photograph.html
The Cut Off,/lyrics/jcole/thecutoff.html
ATM,/lyrics/jcole/atm.html
Motiv8,/lyrics/jcole/motiv8.html
Kevin's Heart,/lyrics/jcole/kevinsheart.html
BRACKETS,/lyrics/jcole/brackets.html
Once An Addict (Interlude),/lyrics/jcole/onceanaddictinterlude.html
FRIENDS,/lyrics/jcole/friends.html
Window Pain (Outro),/lyrics/jcole/windowpainoutro.html
"1985 (Intro To ""The Fall Offâ)",/lyrics/jcole/1985introtothefalloff.html
Under The Sun,/lyrics/jcole/underthesun.html
Down Bad,https://www.azlyrics.com/lyrics/dreamville/downbad.html
LamboTruck,https://www.azlyrics.com/lyrics/dreamville/lambotruck.html
Swivel,https://www.azlyrics.com/lyrics/earthgang/swivel.html
Oh Wow...Swerve,/lyrics/jcole/ohwowswerve.html
Don't Hit Me Right Now,/lyrics/jcole/donthitmerightnow.html
Wells Fargo,/lyrics/jcole/wellsfargo.html
Sleep Deprived,/lyrics/jcole/sleepdeprived.html
Self Love,/lyrics/jcole/selflove.html
"Ladies, Ladies, Ladies",/lyrics/jcole/ladiesladiesladies.html
Costa Rica,https://www.azlyrics.com/lyrics/dreamville/costarica.html
1993,/lyrics/jcole/1993.html
Rembrandt... Run It Back,/lyrics/jcole/rembrandtrunitback.html
Sunset,/lyrics/jcole/sunset.html
MIDDLE CHILD,/lyrics/jcole/middlechild.html
PTSD,/lyrics/jcole/ptsd.html
Sacrifices,/lyrics/jcole/sacrifices.html
Big Black Truck(Director's Cut Bonus Track),https://www.azlyrics.com/lyrics/dreamville/bigblacktruck.html
Still Up(Director's Cut Bonus Track),https://www.azlyrics.com/lyrics/dreamville/stillup.html
Outta Pocket(Director's Cut Bonus Track),https://www.azlyrics.com/lyrics/dreamville/outtapocket.html
Late Night(Director's Cut Bonus Track),https://www.azlyrics.com/lyrics/dreamville/latenight.html
Spin Move(Director's Cut Bonus Track),https://www.azlyrics.com/lyrics/dreamville/spinmove.html
BUSSIT(Director's Cut Bonus Track),https://www.azlyrics.com/lyrics/dreamville/bussit.html
Passcode(Director's Cut Bonus Track),https://www.azlyrics.com/lyrics/dreamville/passcode.html
Up Up Away(Director's Cut Bonus Track),https://www.azlyrics.com/lyrics/dreamville/upupaway.html
No Chorus(Director's Cut Bonus Track),https://www.azlyrics.com/lyrics/dreamville/nochorus.html
Disgusted(Director's Cut Bonus Track),https://www.azlyrics.com/lyrics/dreamville/disgusted.html
Revenge(Director's Cut Bonus Track),https://www.azlyrics.com/lyrics/dreamville/revenge.html
Still Dreamin(Director's Cut Bonus Track),https://www.azlyrics.com/lyrics/dreamville/stilldreamin.html
9 5 . s o u t h,/lyrics/jcole/95south.html
a m a r i,/lyrics/jcole/amari.html
m y . l i f e,/lyrics/jcole/mylife.html
a p p l y i n g . p r e s s u r e,/lyrics/jcole/applyingpressure.html
p u n c h i n ' . t h e . c l o c k,/lyrics/jcole/punchintheclock.html
1 0 0 . m i l ',/lyrics/jcole/100mil.html
p r i d e . i s . t h e . d e v i l,/lyrics/jcole/prideisthedevil.html
l e t . g o . m y . h a n d,/lyrics/jcole/letgomyhand.html
i n t e r l u d e,/lyrics/jcole/interlude2021.html
t h e . c l i m b . b a c k,/lyrics/jcole/theclimbback.html
c l o s e,/lyrics/jcole/close.html
h u n g e r . o n . h i l l s i d e,/lyrics/jcole/hungeronhillside.html
Album Of The Year (Freestyle),/lyrics/jcole/albumoftheyearfreestyle.html
Be Free,/lyrics/jcole/befree.html
Be Free (Remix),/lyrics/jcole/befreeremix.html
Black Friday,/lyrics/jcole/blackfriday.html
"Caged Bird(from ""Revenge of the Dreamers II"" compilation)",/lyrics/jcole/cagedbird.html
Cheer Up,/lyrics/jcole/cheerup.html
Cosmic Kev Freestyle,/lyrics/jcole/cosmickevfreestyle.html
Drank In My Cup Freestyle,/lyrics/jcole/drankinmycupfreestyle.html
Everybody Dies,/lyrics/jcole/everybodydies.html
False Prophets (Be Like This),/lyrics/jcole/falseprophetsbelikethis.html
"Folgers Crystals(from ""Revenge of the Dreamers II"" compilation)",/lyrics/jcole/folgerscrystals.html
Freedom Of Speech,https://www.azlyrics.com/lyrics/dreamville/freedomofspeech.html
Get Free Coleworld,/lyrics/jcole/getfreecoleworld.html
Grew Up Fast,/lyrics/jcole/grewupfast.html
Heaven's EP,/lyrics/jcole/heavensep.html
High For Hours,/lyrics/jcole/highforhours.html
I'm A Fool,/lyrics/jcole/imafool.html
I'm Coming Home,/lyrics/jcole/imcominghome.html
I'm On It,/lyrics/jcole/imonit.html
It Won't Be Long,/lyrics/jcole/itwontbelong.html
Johnny P's Caddy,https://www.azlyrics.com/lyrics/bennythebutcher/johnnypscaddy.html
LA Leakers Freestyle #108,/lyrics/jcole/laleakersfreestyle108.html
Let Nas Down (Remix),/lyrics/jcole/letnasdownremix.html
Lion King On Ice,/lyrics/jcole/lionkingonice.html
Maine On Fire,/lyrics/jcole/maineonfire.html
May The Bitter Man Win,/lyrics/jcole/maythebittermanwin.html
Nothing Lasts Forever,/lyrics/jcole/nothinglastsforever.html
on the street,https://www.azlyrics.com/lyrics/jhope/onthestreet.html
Pass Me By,/lyrics/jcole/passmeby.html
Passport Bros,https://www.azlyrics.com/lyrics/bas/passportbros.html
Problems,/lyrics/jcole/problems.html
procrastination (broke),/lyrics/jcole/procrastinationbroke.html
Purple Rain,/lyrics/jcole/purplerain.html
Relaxation,/lyrics/jcole/relaxation.html
Shea Butter Baby,https://www.azlyrics.com/lyrics/mikewillmadeit/sheabutterbaby.html
Show Me Something,/lyrics/jcole/showmesomething.html
Snow On Tha Bluff,/lyrics/jcole/snowonthabluff.html
Stick,https://www.azlyrics.com/lyrics/dreamville/stick.html
The Cure,/lyrics/jcole/thecure.html
The Plan,/lyrics/jcole/theplan.html
The Storm,/lyrics/jcole/thestorm.html
Tidal Wave (just a little reference),/lyrics/jcole/tidalwavejustalittlereference.html
True Love,/lyrics/jcole/truelove.html
Visionz Of Home,/lyrics/jcole/visionzofhome.html
We On,/lyrics/jcole/weon.html
Your Heart,https://www.azlyrics.com/lyrics/joynerlucas/yourheart.html
